gene,logFC,avg_expr,pvalue,padj,neg_log10_p,significant
IL6R,-2.2553406,2.643679,1.2466702735052323e-41,2.274945754571592e-40,40.904248396026276,True
SNORA73B,1.7996185,1.8234836,2.466325372565758e-41,4.48422795011956e-40,40.607949629204846,True
NFE2L3,2.4036427,3.1930752,2.572605245188643e-41,4.66051674853015e-40,40.58962684923036,True
P2RY1,-1.8438866,2.055429,2.689934002126172e-41,4.855476538133885e-40,40.57025837533738,True
SNHG11,0.8441603,1.6384996,2.7008776273605365e-41,4.8576935743894545e-40,40.56849509258634,False
RBCK1,0.83915854,4.6933393,2.7821554964120147e-41,4.98594174984232e-40,40.55561860067522,False
METTL26,1.223825,4.585908,2.8429999560399974e-41,5.0767856357857095e-40,40.546223147024854,True
CPNE1,1.5514779,4.928727,4.2672512691912775e-41,7.59297378859658e-40,40.36985178376118,True
PRKACB,-2.0320592,3.7607963,4.293785384718367e-41,7.61309465375597e-40,40.36715966659792,True
UNC93A,0.9218166,0.60673034,4.681165827894482e-41,8.27061100334714e-40,40.329645973941155,False
CUL4A,0.8235264,3.907525,5.150914950003935e-41,9.068512235922422e-40,40.288115620969535,False
FAM50A,0.6609101,4.5680876,6.590801706679995e-41,1.1562810011719291e-39,40.181061754509145,False
TGIF2,1.5840975,2.6492076,6.620891787478078e-41,1.1574985642444194e-39,40.17908351021341,True
SLC12A9-AS1,1.1360528,1.2939519,9.272562052561327e-41,1.6154289290176525e-39,40.03280025166397,True
DIO2,0.7733592,0.8484654,9.6443857425361e-41,1.6743725247458508e-39,40.015725427649144,False
HILPDA,2.0528817,2.8541682,1.0833024703676802e-40,1.8742257272797236e-39,39.96525026648535,True
SCARA5,-3.7230563,2.5959146,1.1595820576274484e-40,1.9992794097024972e-39,39.93569851316326,True
AXIN2,1.9066851,3.550887,2.0481790971631585e-40,3.519208070727076e-39,39.68863207039693,True
KRT6B,1.630279,0.9661544,2.2935498824337476e-40,3.92731144252354e-39,39.63949180995531,True
JADE3,1.0332599,1.986886,2.459212629630304e-40,4.196608582986867e-39,39.609203919458565,True
NR3C2,-2.4208052,3.1380496,2.8293719615323886e-40,4.811857077436035e-39,39.54830995455004,True
YTHDF1,1.0155392,4.537268,2.906816074088638e-40,4.9268069052349795e-39,39.53658244691393,True
NEBL,1.6839441,1.8790424,3.3980621774813996e-40,5.739969894394256e-39,39.46876867870711,True
CFD,-2.9453423,5.121647,3.438188637996661e-40,5.788196360263739e-39,39.46367029920406,True
KRT20,-3.2562895,8.185675,3.945549190440159e-40,6.62004897724859e-39,39.40389253775811,True
POLR1D,1.0196021,3.4079547,4.615310754419688e-40,7.71791096056804e-39,39.3357990520842,True
SLC11A1,0.72588193,0.65197545,5.091522427614664e-40,8.485870712691106e-39,39.29315233887119,False
WDR54,0.8428067,1.9247072,1.4991248306410334e-39,2.4902405824601886e-38,38.82416220237429,False
KCTD9,-1.1300759,3.2393496,1.5430273967339078e-39,2.554681120420377e-38,38.811626362890365,True
ZG16,-6.1735945,5.347317,1.5577043620871912e-39,2.570469244368302e-38,38.80751496392751,True
PGGHG,2.113052,2.5406837,1.6482973713848186e-39,2.711015413461873e-38,38.78296443396109,True
MTG2,0.8759229,2.9399676,2.227689401041441e-39,3.651949837772854e-38,38.652145361441335,False
LINC01124,0.86663866,0.76470184,2.3297145914951972e-39,3.806723188717642e-38,38.63269728023189,False
ARID3A,1.3944072,2.045423,2.761708916818294e-39,4.4978972586617173e-38,38.558822097836114,True
ENSG00000287828,2.2854824,2.688742,3.6184387044165735e-39,5.874088805871061e-38,38.44147877983193,True
SPHK1,0.942369,1.4000212,4.584662375246572e-39,7.418547532761443e-38,38.338692641229784,False
CSE1L,1.5480032,4.89533,5.1777334279303836e-39,8.351182948274812e-38,38.285860312680406,True
FGL2,-2.3389673,2.9901633,5.6377093113404476e-39,9.063841336560205e-38,38.2488973207552,True
SNHG17,1.4467322,1.7565546,5.722688068786612e-39,9.170974469209314e-38,38.242399925889046,True
RECQL4,1.7076511,2.4548767,5.745063182832592e-39,9.177417224972192e-38,38.240705190682455,True
CLDN9,0.6628291,0.60151374,7.464964415713955e-39,1.1886886012283368e-37,38.12697225814604,False
SUGT1-DT,0.69472086,0.83375674,8.059942950119197e-39,1.279356023828444e-37,38.093668032206836,False
GTF3A,1.6990957,5.0985723,8.605140901434326e-39,1.3615729274421402e-37,38.065242014097095,True
TTI1,1.039954,3.0048761,8.648106637513045e-39,1.3640546746866002e-37,38.06307896385147,True
LGR5,1.8842218,2.4614744,8.939090284374785e-39,1.4055173403105007e-37,38.048706676347145,True
CBX4,1.402153,3.2894526,9.341920452688779e-39,1.4642508546534136e-37,38.02956383508992,True
XPOT,1.2847545,3.493783,1.0100051989897492e-38,1.573216820856307e-37,37.99567639068592,True
RPS21-DT,0.8449446,1.5436428,1.0077698124816833e-38,1.573216820856307e-37,37.996638654979044,False
PRSS22,2.7286854,1.9854109,1.4893908849353894e-38,2.3127187654276233e-37,37.826991308364526,True
ERICH2,0.8811776,0.7757777,1.6330881453102233e-38,2.528000224938426e-37,37.786990373751564,False
ZNF121,1.2886806,2.1981828,1.9974432000906554e-38,3.0824740742139745e-37,37.69952556156988,True
RCOR2,0.7512233,1.1548483,2.1968538638429423e-38,3.379775175142988e-37,37.658198831671875,False
ENSG00000255026,1.711148,1.4771773,2.369660393806731e-38,3.6344484567587903e-37,37.625313890135004,True
HNRNPUP1,0.87352425,0.76827943,2.391256451817731e-38,3.656355430913962e-37,37.62137384519881,False
F12,1.2380904,2.0060916,2.631840199812216e-38,4.0119515241039875e-37,37.579740483768816,True
SLC9A7,0.7038521,0.8659737,3.8358091583995623e-38,5.82949720121514e-37,37.4161430082573,False
CDH11,0.9222828,1.6474059,3.987933249693571e-38,6.0423231055963195e-37,37.39925211955104,False
DNAJC2,0.9416772,2.2705767,4.2788789844222335e-38,6.463563420577392e-37,37.36866999609163,False
PODNL1,0.79814684,0.947308,4.47101923167202e-38,6.733462698301234e-37,37.34959346205076,False
SEMA6A,-1.9781997,2.4681854,4.5501548232205223e-38,6.811609016797189e-37,37.3419738258206,True
AKR1B10,-3.5388625,4.4446816,4.53980687671108e-38,6.811609016797189e-37,37.34296262162806,True
CHGA,-5.0979047,3.8262212,5.637677009994552e-38,8.414443298499332e-37,37.24889980905952,True
UTP14A,1.1963341,2.9363856,1.126396069366208e-37,1.6761846270330477e-36,36.94830887369872,True
ADNP,0.7678435,3.8034463,1.253443076015259e-37,1.8597078279158142e-36,36.90189538434941,False
ENSG00000214748,1.5390987,1.0942016,1.2737028688992314e-37,1.88417584156691e-36,36.89493187298017,True
PTK7,1.4760171,2.6387734,1.4212894167349708e-37,2.0962970748303405e-36,36.84731747781301,True
SLC6A6,2.2993464,2.689631,1.6412023839790253e-37,2.4135329176162136e-36,36.784837860856854,True
CHPF,1.6008792,4.87014,1.6859235384473034e-37,2.472028648749712e-36,36.77316212578685,True
ZBTB12,1.0596143,1.8656735,1.730956691111121e-37,2.5306384372969606e-36,36.761713798125044,True
MYO1C,-0.8486538,5.3551736,1.8055008542315462e-37,2.631925443486219e-36,36.743402301760575,False
NPM2,0.61704874,0.74489987,1.9738421599174175e-37,2.868956627786944e-36,36.704687579030924,False
STMN2,-2.8218367,2.2837524,2.2921126308628277e-37,3.3219023635693157e-36,36.63976404562245,True
MET,1.7475002,3.7696576,2.5810356166878307e-37,3.729820255329235e-36,36.58820600242077,True
CHP2,-4.460634,5.020579,2.8104916686349566e-37,4.049699810713194e-36,36.551217697782974,True
CAMK2D,-0.7910824,3.4819853,2.965149596020745e-37,4.2602724080757826e-36,36.52795339097175,False
NMB,1.4897854,2.2423334,3.2064631371705003e-37,4.593786729470631e-36,36.49397374854745,True
RPS18P2,1.5347519,1.7566772,3.5969852961126242e-37,5.138550423018035e-36,36.444061337502646,True
TCFL5,1.0588257,2.1672769,3.8389907827192706e-37,5.468647838631439e-36,36.415782930606994,True
MROH6,1.570406,2.2419713,4.075796981090251e-37,5.789484348139561e-36,36.38978745670391,True
TTC9,0.7844182,1.1255662,5.204220302178392e-37,7.37141685860962e-36,36.28364432740727,False
UCKL1,1.0895817,3.7997293,5.382382615343532e-37,7.602235332406118e-36,36.26902543295166,True
EIF2S2,1.1338186,5.385487,5.8953036171491615e-37,8.303244531196002e-36,36.22949382316313,True
SLC35E4,0.9528718,1.777545,6.923027430205651e-37,9.723353132311307e-36,36.15970394763696,False
ENC1,1.9479251,3.5564697,7.153831595737947e-37,1.0019371982826257e-35,36.14546128754497,True
AZGP1,2.43026,3.3047209,7.201399647103256e-37,1.0057820736177732e-35,36.14258308691058,True
PSPH,1.2250028,2.8092813,8.168102091410247e-37,1.1376186756838784e-35,36.08787884273077,True
ZNRF3,1.2574689,2.38898,8.350018667916632e-37,1.1597248149884211e-35,36.078312553574584,True
ENSG00000270460,0.9391701,0.83006275,8.744766317033733e-37,1.211186470503287e-35,36.05825179151164,False
ITM2C,-2.4423409,8.538322,8.840684639592312e-37,1.2210890386177227e-35,36.053514101086066,True
RPL22L1,1.6121247,3.9398408,1.0125642526493523e-36,1.394716601445389e-35,35.99457740891754,True
PIGR,-2.8891115,9.625729,1.019575886989684e-36,1.3966792972461425e-35,35.991580444163105,True
ENSG00000276563,0.6682943,0.4737602,1.0186367431265556e-36,1.3966792972461425e-35,35.991980662491954,False
PSAT1,2.362277,3.5484405,1.3044484309901228e-36,1.7820333756695665e-35,35.8845730852714,True
SULT1B1,-2.8622801,4.127287,1.415252625442943e-36,1.9281370918841187e-35,35.84916603078054,True
UBE2SP1,0.7935865,0.8493253,1.5653590153081895e-36,2.1268464881904748e-35,35.80538604119361,False
GPR15LG,-2.777008,6.981241,1.869730678674233e-36,2.533510404707633e-35,35.728220945971096,True
NUP62CL,0.93482435,1.4435239,2.1422047313466455e-36,2.8948712585765477e-35,35.66913902582665,False
GTF2F2,0.9799781,3.3980134,2.3591488945751168e-36,3.179445949562152e-35,35.6272446483252,False
VSIR,-1.5610671,3.7895772,2.4148552613570474e-36,3.24577320074872e-35,35.61710889434423,True
PLSCR4,-1.3967426,2.825316,2.7680339936790808e-36,3.7105013320094914e-35,35.55782858069772,True
NUP58,0.8499174,2.6148407,3.032961835359122e-36,4.0547618119774354e-35,35.51813305450873,False
PROX1,1.1252099,1.7012508,3.09325353850121e-36,4.124338051334947e-35,35.5095844815942,True
RPL37P2,1.1722649,1.4536641,3.374108543354066e-36,4.4868464672261514e-35,35.471840950489785,True
IRAK1,0.9860306,5.5233607,3.9208934326648684e-36,5.200123916001152e-35,35.40661496138114,False
PDRG1,1.2047095,3.7089303,4.602756903784072e-36,6.088302782783165e-35,35.3369819619153,True
TP53RK,1.0002003,3.1999865,5.49785567548008e-36,7.253107751292982e-35,35.25980666503189,True
CDK5RAP3,0.8416059,0.86861825,6.127035951587741e-36,8.06188940998387e-35,35.21274957135233,False
IER5L,1.2959691,1.7157383,7.171088468209738e-36,9.410877254868423e-35,35.14441491966558,True
CD46,1.032712,5.3223763,7.977268594471009e-36,1.044145103988352e-34,35.098145785016236,True
SLC7A5,2.8344514,3.8503408,8.103129385106924e-36,1.0578497891784495e-34,35.09134722652676,True
HPGD,-2.8869908,3.8058748,8.336668905442517e-36,1.0829595137683343e-34,35.07900744636127,True
GSTP1,1.0345082,7.8784857,8.338788256016173e-36,1.0829595137683343e-34,35.078897053913806,True
IRAK2,1.0720699,1.740291,1.2018528983147035e-35,1.5568042724283724e-34,34.92014868487878,True
KCTD14,1.1147575,1.6336944,1.2439973567371412e-35,1.6072317270505702e-34,34.90518054243917,True
PAQR4,1.5399427,2.1847167,1.510028905247488e-35,1.945913537690062e-34,34.821014739283434,True
TTPAL,0.70565534,2.012383,1.5794083898774836e-35,2.030087904726843e-34,34.80150555932801,False
H2AZP3,0.80827546,0.7134614,1.9472160936258777e-35,2.4964308892639458e-34,34.71058584968096,False
PAFAH1B3,1.582952,3.992449,3.09572256356818e-35,3.958724505841663e-34,34.50923796740463,True
IL1A,0.8311139,0.64003175,3.1264721182538055e-35,3.987847089609446e-34,34.504945439985875,False
CKAP2,1.3509555,3.1003544,3.851397234377653e-35,4.899996481396505e-34,34.41438168579139,True
PFDN2,1.0486403,5.858053,4.1092224399563155e-35,5.214749289284665e-34,34.38624034892288,True
IGHA2,-5.385949,9.189074,4.271088103796591e-35,5.4064406377172034e-34,34.36946146987544,True
SNHG4,1.2260695,1.6242003,4.609054414305442e-35,5.819513149375558e-34,34.33638816458255,True
ATP5F1A,-0.8457813,5.8742485,5.353354031675824e-35,6.742259485737815e-34,34.27137403460666,False
SCML1,1.1415809,2.1275895,5.713609865009944e-35,7.177901840464754e-34,34.24308941730607,True
ENSG00000226396,1.2344235,1.8070445,5.755173161629126e-35,7.211996443144268e-34,34.239941604786814,True
SNX24,-0.9258251,1.8381431,6.423539411234664e-35,8.02942426404333e-34,34.19222560694645,False
LSM14B,0.6806443,4.128229,6.916074207557533e-35,8.623533924635329e-34,34.16014035551381,False
CCND1,1.7086792,4.6250844,7.773776121311292e-35,9.66887577277524e-34,34.109367970866984,True
RCN1,1.3052795,3.35351,8.062021074101173e-35,1.0002507536105675e-33,34.09355607093689,True
MMP3,3.141138,2.281072,9.037367036998325e-35,1.1157243255553489e-33,34.043958079243495,True
ALDH4A1,1.4285707,2.9351,9.01600026750215e-35,1.1157243255553489e-33,34.044986084076555,True
KIF1C,-0.8905616,4.8724356,1.048405889417414e-34,1.2911402579032193e-33,33.97947054807044,False
TCEA3,-1.5597119,4.6178637,1.310745133585197e-34,1.6102520068614213e-33,33.882481746020126,True
TOP1MT,1.4844389,2.819004,1.3800787667993554e-34,1.6912729985286218e-33,33.86009612591028,True
BCL2L1,0.93986416,4.6414666,1.5391551101358222e-34,1.881607714102472e-33,33.81271761143451,False
CPAP,0.7326976,1.6521461,1.6184314917199042e-34,1.9736969411218343e-33,33.79090567957789,False
SLC4A4,-3.9399047,2.9554007,1.687243695976228e-34,2.0526079026474792e-33,33.77282218583162,True
PKM,0.92601204,6.781787,1.7409316983221712e-34,2.1127811872841885e-33,33.75921826715014,False
PKIB,-3.6430097,3.4747727,1.780891637045424e-34,2.1560431441227897e-33,33.74936250550305,True
SLC51B,-4.0579433,4.202931,1.8234373134126505e-34,2.20221897755151e-33,33.73910916237868,True
C1orf21,-0.90951157,2.805344,1.9949791165035336e-34,2.403589296992209e-33,33.700061646160066,False
HAGLR,-1.856766,2.3325014,2.042058470423236e-34,2.454397200027928e-33,33.6899318268825,True
ADAMTS2,1.4224641,1.7610887,2.0733934241019344e-34,2.4860832423284585e-33,33.68331828319072,True
MRPL2,0.74215287,1.2728504,2.127230055070861e-34,2.5445335586972017e-33,33.672185539601266,False
USPL1,0.7750523,2.2958612,2.4142030119062296e-34,2.8809105154012286e-33,33.617226212596776,False
EIF4E3,-1.31308,2.0790427,2.4610486610530024e-34,2.9298198345869075e-33,33.60887979913024,True
TUSC8,0.84865856,1.2612972,3.101609545182369e-34,3.6836217876275166e-33,33.508412875460465,False
TNS4,2.7645364,3.157416,3.4744173190401913e-34,4.1166081979149185e-33,33.459118018798705,True
SAMD10,1.1025946,2.3518891,3.497737698524621e-34,4.134441724024374e-33,33.45621276213997,True
B4GALNT4,0.86690414,0.9683189,3.702301175256225e-34,4.3659211972361136e-33,33.43152825510456,False
ATP6V1F,1.1806846,5.8615685,3.8688348985339505e-34,4.551570468863471e-33,33.412419803280976,True
ENSG00000226532,1.8051848,1.3577638,3.9247851904886625e-34,4.606555387897491e-33,33.40618410787118,True
GREM2,-2.8653278,2.1559105,4.483039656479637e-34,5.249460956065148e-33,33.34842741939562,True
WDR77,1.387435,3.4890757,4.493654619192713e-34,5.249596517748496e-33,33.34740031036437,True
COMT,0.94861054,3.7002277,4.9985279065980615e-34,5.8257901009301415e-33,33.30115787889877,False
SLC5A6,1.5824168,3.6171155,5.098062373468822e-34,5.927979504033514e-33,33.292594855354075,True
ENSG00000241255,0.79476285,0.85090923,6.2420834527451526e-34,7.241396116873727e-33,33.20467042938673,False
CXCL5,1.7282432,1.1495798,7.5463286099775656e-34,8.734176631918479e-33,33.12226428707663,True
ARRDC4,-1.5136344,3.6700459,8.05422413793775e-34,9.300489766671768e-33,33.09397628874459,True
PSMA1,0.8185787,2.5603442,1.0811830795184907e-33,1.2456026261733763e-32,32.96610075961524,False
EDN3,-2.9874125,2.8448367,1.1401769622047742e-33,1.3105482324192808e-32,32.943027738361195,True
PMAIP1,1.498,2.100678,1.1610358459177303e-33,1.331463126052443e-32,32.93515437161031,True
MOGAT2,-2.8908336,3.5641336,1.3497854925807307e-33,1.5443769937994632e-32,32.869735243942436,True
TMEM205,0.84772825,3.4786503,1.4471874590284463e-33,1.6520404783429753e-32,32.83947520962139,False
GPCPD1,0.97510886,2.912521,2.026902194356771e-33,2.3085446404974616e-32,32.69316720714121,False
KLK11,1.1201311,1.0401055,2.0921478254859797e-33,2.3774407107795224e-32,32.67940763265146,True
DNTTIP1,1.1903582,4.71484,2.146171717687955e-33,2.4333012672199036e-32,32.66833553257474,True
HM13,1.1584473,4.367089,2.2360270088593494e-33,2.529442317714196e-32,32.65052295493242,True
KLHL17,0.9210016,1.2956425,2.2471301337374387e-33,2.536264259297335e-32,32.64837177638925,False
MTUS1,-0.80505514,2.9788816,2.316367594772214e-33,2.6085220661849254e-32,32.63519251933444,False
SIPA1L2,-1.0862224,2.9345713,2.3424940242418072e-33,2.632015757575064e-32,32.63032150833436,True
CELSR1,1.2908231,1.2329061,2.563262647191022e-33,2.873612833173791e-32,32.59120689113078,True
CD44,1.3562226,4.4858503,2.7222153809856294e-33,3.044983647634932e-32,32.56507751650481,True
ETV5,0.7591405,1.5638185,3.9442822979830535e-33,4.4021007789989435e-32,32.40403200953487,False
C19orf48P,1.7417653,4.302858,4.137511704745849e-33,4.607474058737026e-32,32.38326076462424,True
NKD1,1.6193502,1.4887046,4.168206476746181e-33,4.6313405297179796e-32,32.38005077591523,True
SBK1,0.634429,0.7868273,4.731115336840217e-33,5.245138954368311e-32,32.32503646443448,False
HGH1,1.1474619,3.7230854,5.036970969287123e-33,5.571870541246817e-32,32.29783055220259,True
PTMAP4,0.92678547,1.7883699,5.386335458330089e-33,5.941046096984347e-32,32.268706602434925,False
LEF1,1.1164014,1.2420443,5.3944698560617864e-33,5.941046096984347e-32,32.26805122936847,True
AKAP19,-2.959339,2.7107115,5.5787126140213114e-33,6.130453422001441e-32,32.25346601058451,True
CLEC3B,-3.2520266,2.7698035,6.819746302276145e-33,7.477791998109808e-32,32.16623178099908,True
PABIR2,0.7690356,3.2051487,8.147473475356144e-33,8.914084765159895e-32,32.088977044735195,False
ECT2,1.6566253,3.306589,8.480064072936778e-33,9.257711870018316e-32,32.0716008663261,True
TP53INP2,-2.468204,4.5611687,9.276529315250707e-33,1.010515175953236e-31,32.03261447864832,True
RPS3P4,0.97112143,1.134728,9.76390549764776e-33,1.059567969101316e-31,32.01037643266009,False
MAN1A1,-1.3505075,4.208969,9.769216675114134e-33,1.059567969101316e-31,32.01014025791009,True
PGM1,-1.3706145,4.703225,9.893135325952891e-33,1.0706856413368929e-31,32.0046660502663,True
ALG1L3P,0.5782163,0.5119116,1.0144616736272725e-32,1.09316990692594e-31,31.993764355970807,False
TRAF5,1.1750453,2.306593,1.0142956119226155e-32,1.09316990692594e-31,31.99383545336887,True
SNHG6,1.3103657,4.7341647,1.0822840667767136e-32,1.1637463083620574e-31,31.965658735124148,True
CIBAR1,0.878001,1.3333949,1.1098069549344174e-32,1.1907799945648256e-31,31.954752557878155,False
NME1,1.7867093,2.7032623,1.1369057366039008e-32,1.2172438293403648e-31,31.944275542145913,True
TRIP13,1.8922448,2.3703177,1.2634295486818178e-32,1.3498178938908309e-31,31.89844897018394,True
SULT1C2,0.895764,0.7368029,1.3585707360747796e-32,1.4483696546639441e-31,31.866917744447278,False
HOXB8,1.9028102,2.6890543,1.3656484972915816e-32,1.4528175503101933e-31,31.864661068832298,True
DSCC1,1.4928415,2.0969095,1.3735572432262552e-32,1.4581287083081266e-31,31.862153236571594,True
